,user,item,rating,timestamp,split
276,5,401,5,875636308,train
277,5,404,2,875721216,train
278,5,405,3,875635225,train
279,5,406,1,875635807,train
280,5,408,5,878844495,train
281,5,409,2,878844651,train
282,5,412,3,875635416,train
283,5,414,3,875636691,train
284,5,415,1,875636842,train
285,5,416,1,875721196,train
286,5,419,3,875636815,train
287,5,420,3,875721168,train
288,5,425,2,875637440,train
289,5,427,3,875721167,train
290,5,430,5,875636631,train
291,5,431,3,875636099,train
292,5,432,4,875636793,train
293,5,434,5,875637033,train
295,5,438,1,878844423,train
296,5,440,1,878844423,train
297,5,442,1,879198898,train
298,5,443,4,875720744,train
299,5,446,4,875720845,train
300,5,447,3,875720744,train
301,5,448,2,875720692,train
302,5,449,2,875636099,train
303,5,450,1,875635962,train
304,5,451,1,875636571,train
305,5,452,1,878844397,train
307,5,456,1,875636375,train
308,6,1,4,883599478,train
309,6,7,2,883599102,train
310,6,8,4,883600657,train
311,6,9,4,883599205,train
312,6,12,4,883601053,train
313,6,13,2,883599400,train
314,6,21,3,883600152,train
315,6,22,3,883602048,train
316,6,47,3,883600943,train
317,6,50,4,883600842,train
318,6,64,4,883600597,train
319,6,71,4,883601053,train
320,6,79,3,883600747,train
321,6,89,4,883600842,train
322,6,111,2,883599478,train
323,6,127,5,883599134,train
324,6,132,5,883602422,train
325,6,137,5,883599327,train
326,6,153,4,883603013,train
327,6,165,5,883600747,train
328,6,166,4,883601426,train
329,6,168,4,883602865,train
330,6,169,4,883600943,train
331,6,170,4,883602574,train
332,6,173,5,883602462,train
333,6,174,4,883600985,train
335,6,178,4,883600785,train
336,6,182,4,883268776,train
337,6,185,5,883601393,train
338,6,186,4,883602730,train
339,6,191,4,883601088,train
340,6,192,4,883600914,train
341,6,194,4,883601365,train
342,6,200,3,883602422,train
343,6,202,3,883602690,train
344,6,203,3,883602864,train
345,6,216,5,883601500,train
346,6,223,4,883600747,train
347,6,237,2,883599914,train
348,6,242,4,883268170,train
349,6,246,3,883599509,train
350,6,257,2,883599478,train
351,6,259,1,883268375,train
352,6,261,3,883268522,train
353,6,268,3,883268406,train
354,6,272,4,883717304,train
355,6,274,4,883602501,train
356,6,285,3,883599431,train
357,6,293,3,883599327,train
358,6,298,3,883599558,train
359,6,302,4,883268222,train
360,6,303,3,883268321,train
362,6,308,3,883600445,train
363,6,309,2,883268430,train
364,6,310,2,883268353,train
365,6,317,3,883602174,train
366,6,321,3,883268353,train
367,6,340,2,883268278,train
368,6,367,2,883602690,train
369,6,405,1,883600066,train
370,6,408,4,883599075,train
371,6,410,4,883599707,train
372,6,419,4,883602284,train
373,6,425,3,883602865,train
374,6,427,4,883600707,train
375,6,435,4,883601529,train
376,6,460,2,883600004,train
377,6,461,4,883601393,train
378,6,462,5,883600914,train
379,6,464,2,883601365,train
380,6,465,1,883683508,train
381,6,468,3,883602174,train
383,6,473,2,883600111,train
384,6,474,5,883601277,train
385,6,482,4,883601203,train
386,6,485,5,883602664,train
387,6,489,5,883601011,train
388,6,490,5,883601365,train
389,6,491,4,883602174,train
390,6,493,5,883601713,train
391,6,494,4,883601713,train
393,6,496,4,883601155,train
394,6,497,4,883601088,train
395,6,501,5,883602730,train
396,6,502,4,883602664,train
397,6,503,3,883602133,train
398,6,504,3,883601155,train
399,6,505,4,883602422,train
400,6,507,4,883601310,train
402,6,512,4,883601155,train
403,6,514,5,883600657,train
404,6,516,4,883602664,train
405,6,519,5,883601365,train
406,6,520,4,883600985,train
407,6,522,5,883601500,train
408,6,527,4,883600877,train
409,6,529,4,883601459,train
410,6,530,4,883601203,train
411,6,531,4,883600747,train
412,6,533,4,883599830,train
413,6,535,2,883600030,train
414,6,536,4,883599400,train
415,6,537,4,883601277,train
416,6,538,2,883268483,train
418,7,4,5,891351772,train
419,7,9,5,891351432,train
420,7,11,3,891352451,train
421,7,12,5,892135346,train
422,7,23,3,891351383,train
423,7,25,3,891352451,train
424,7,27,4,891352692,train
425,7,29,3,891353828,train
426,7,31,4,892134959,train
427,7,39,5,891353614,train
428,7,47,5,891352692,train
429,7,50,5,891351042,train
430,7,51,2,891352984,train
431,7,52,4,891353801,train
432,7,56,5,891351432,train
433,7,62,3,891354499,train
434,7,64,5,891350756,train
435,7,68,4,891351547,train
436,7,69,5,891351728,train
437,7,70,1,891352557,train
438,7,71,5,891352692,train
439,7,73,3,892133154,train
440,7,77,5,891353325,train
441,7,80,4,891354381,train
442,7,86,4,891350810,train
443,7,91,3,891353860,train
444,7,96,5,891351383,train
445,7,97,5,891351201,train
446,7,98,4,891351002,train
447,7,99,5,891352557,train
448,7,100,5,891351082,train
449,7,125,4,891353192,train
450,7,132,5,891351287,train
451,7,134,4,892134959,train
452,7,135,5,891351547,train
453,7,140,5,891353124,train
454,7,141,5,891353444,train
455,7,143,3,892132627,train
456,7,144,5,891351201,train
457,7,145,1,891354530,train
458,7,152,4,891351851,train
459,7,157,5,891352059,train
460,7,164,5,891351813,train
461,7,173,5,891351002,train
462,7,175,5,892133057,train
463,7,178,4,891350932,train
464,7,179,5,891352303,train
465,7,180,5,891350782,train
466,7,186,4,891350900,train
467,7,187,4,891350757,train
468,7,192,4,891352010,train
469,7,194,5,891351851,train
470,7,197,4,891351082,train
471,7,198,3,891351685,train
472,7,199,5,892135346,train
473,7,201,2,891351471,train
474,7,202,3,891352947,train
475,7,204,5,891351121,train
476,7,211,5,891352557,train
477,7,213,3,891351686,train
479,7,215,4,891351624,train
480,7,216,4,891350900,train
481,7,217,4,891352778,train
482,7,219,1,892131924,train
483,7,229,3,891352384,train
484,7,230,3,891353326,train
485,7,231,3,892132885,train
486,7,234,5,891351041,train
487,7,237,5,891351772,train
488,7,238,5,891351814,train
489,7,258,4,892135277,train
490,7,265,5,891350845,train
491,7,275,4,891352831,train
492,7,286,4,891350703,train
493,7,294,1,892130809,train
494,7,309,3,891350704,train
495,7,317,4,892133670,train
496,7,318,5,891352010,train
497,7,324,1,892135078,train
498,7,341,3,892333206,train
499,7,356,4,891351728,train
500,7,357,5,892135347,train
501,7,365,4,891353744,train
502,7,367,5,891350810,train
504,7,380,4,891354053,train
506,7,386,4,892133310,train
507,7,387,3,892133670,train
508,7,391,3,892132943,train
509,7,402,5,891352904,train
510,7,403,4,891351234,train
511,7,405,3,891353290,train
512,7,415,2,891354438,train
513,7,416,5,891353051,train
514,7,417,3,892132652,train
515,7,419,3,891350900,train
517,7,427,5,891352220,train
518,7,429,5,891351002,train
519,7,433,5,892135347,train
520,7,434,4,891352384,train
521,7,436,5,891351471,train
522,7,440,1,892131978,train
523,7,441,2,891354257,train
524,7,443,5,891353254,train
525,7,444,5,891354288,train
526,7,446,2,892132020,train
527,7,447,5,891350900,train
528,7,449,3,891354785,train
529,7,452,5,891353860,train
530,7,463,4,891353192,train
531,7,465,4,891353154,train
532,7,470,3,891352489,train
533,7,474,5,891351002,train
534,7,487,3,891352178,train
536,7,499,4,891351472,train
537,7,502,5,891352261,train
538,7,503,4,891353950,train
539,7,506,5,891353614,train
540,7,507,5,891352383,train
543,7,513,4,891351772,train
544,7,521,5,891353124,train
545,7,523,4,891350845,train
546,7,527,5,891351772,train
547,7,529,2,891352626,train
548,7,540,3,892132972,train
550,7,545,2,891354882,train
551,7,546,4,891353444,train
552,7,547,3,891353710,train
553,7,549,4,891353086,train
554,7,551,1,892131978,train
555,7,552,4,891354531,train
556,7,556,3,891352659,train
558,7,558,4,892131924,train
559,7,561,4,891354611,train
560,7,565,4,892132019,train
561,7,566,4,891353411,train
562,7,568,5,891352261,train
563,7,569,4,892131978,train
564,7,571,3,891353950,train
565,7,572,3,891354331,train
566,7,573,5,891353828,train
567,7,574,5,892132402,train
568,7,575,3,892133271,train
569,7,577,2,892133310,train
570,7,578,3,891354090,train
571,7,583,2,892132380,train
572,7,584,4,891352093,train
573,7,585,4,892133180,train
574,7,586,3,891354639,train
575,7,588,4,891352261,train
576,7,590,2,891354730,train
577,7,591,3,891352179,train
579,7,593,5,891351851,train
580,7,594,3,891354114,train
581,7,595,2,891353801,train
582,7,596,5,891351728,train
583,7,597,3,891353744,train
584,7,598,3,891353801,train
586,7,601,5,891353744,train
587,7,602,3,891352594,train
588,7,603,4,891350757,train
589,7,605,4,891353290,train
590,7,606,3,891352904,train
591,7,607,3,891352831,train
592,7,609,3,891352749,train
593,7,610,5,891353086,train
594,7,611,3,891351161,train
595,7,612,5,891351121,train
596,7,613,4,891352010,train
597,7,615,4,891351585,train
598,7,616,4,891351002,train
600,7,620,4,891353892,train
601,7,625,3,892131824,train
602,7,628,3,891352831,train
603,7,629,3,891352526,train
604,7,631,4,891352984,train
605,7,632,5,891352261,train
607,7,635,3,891352864,train
608,7,638,4,892132122,train
609,7,639,5,891353676,train
611,7,641,5,892135346,train
612,7,646,5,891351383,train
613,7,649,5,891353254,train
614,7,651,5,891350932,train
616,7,655,5,891351384,train
617,7,656,3,891351509,train
618,7,660,5,891353051,train
619,7,663,5,891352220,train
620,7,664,3,891353977,train
623,7,668,4,891352778,train
624,7,670,5,891353254,train
625,7,671,5,891351728,train
626,7,672,1,892131925,train
627,7,677,3,891354499,train
628,7,678,3,891350356,train
630,7,682,2,891350383,train
631,8,11,3,879362233,train
633,8,82,5,879362356,train
634,8,96,3,879362183,train
635,8,174,5,879362183,train
637,8,181,4,879362183,train
638,8,187,4,879362123,train
639,8,195,5,879362287,train
640,8,222,5,879362356,train
641,8,227,4,879362423,train
643,8,229,5,879362356,train
644,8,233,4,879362423,train
645,8,241,4,879362423,train
647,8,259,1,879361604,train
648,8,260,3,879361665,train
649,8,273,3,879362287,train
650,8,336,3,879361664,train
651,8,341,2,879361825,train
652,8,358,2,879361732,train
653,8,403,4,879362234,train
654,8,431,2,879362356,train
655,8,435,5,879362233,train
657,8,518,4,879362422,train
658,8,566,3,879362423,train
659,8,684,4,879362356,train
661,9,7,4,886960030,train
662,9,50,5,886960055,train
663,9,201,5,886960055,train
664,9,242,4,886958715,train
665,9,276,4,886959423,train
666,9,294,4,886959453,train
667,9,371,5,886960055,train
668,9,385,5,886960055,train
669,9,402,4,886959343,train
670,9,483,5,886960056,train
671,9,615,4,886959344,train
672,9,690,1,886959344,train
673,10,9,4,877889005,train
674,10,11,4,877888677,train
675,10,12,5,877886911,train
676,10,23,5,877886911,train
677,10,32,4,877886661,train
678,10,33,4,877893020,train
679,10,40,4,877892438,train
680,10,50,5,877888545,train
681,10,59,4,877886722,train
682,10,60,3,877892110,train
683,10,69,4,877889131,train
684,10,70,4,877891747,train
685,10,82,4,877886912,train
686,10,85,4,877892438,train
687,10,93,4,877892160,train
688,10,116,4,877888944,train
689,10,129,4,877891966,train
690,10,134,5,877889131,train
691,10,137,4,877889186,train
692,10,153,4,877886722,train
693,10,157,5,877889004,train
694,10,161,4,877892050,train
695,10,162,4,877892210,train
696,10,170,4,877889333,train
697,10,174,4,877886661,train
698,10,178,5,877888677,train
699,10,179,5,877889004,train
700,10,180,5,877889333,train
701,10,182,5,877888876,train
702,10,185,5,877888876,train
703,10,192,4,877891966,train
704,10,197,5,877888944,train
705,10,198,3,877889005,train
706,10,205,5,877888812,train
707,10,211,5,877889130,train
708,10,216,4,877889333,train
709,10,221,4,877888677,train
710,10,230,4,877892210,train
711,10,238,4,877892276,train
712,10,245,4,877886281,train
713,10,273,4,877888613,train
714,10,274,4,877889333,train
715,10,276,4,877891904,train
716,10,286,4,877886162,train
717,10,302,4,877886162,train
718,10,319,3,877886223,train
719,10,333,4,877886359,train
720,10,334,4,877886281,train
721,10,357,5,877889186,train
722,10,404,4,877886911,train
723,10,414,4,877891966,train
724,10,430,3,877886597,train
725,10,432,4,877892160,train
726,10,462,3,877891747,train
727,10,467,4,877891904,train
728,10,470,4,877891747,train
729,10,478,5,877889004,train
730,10,479,5,877891966,train
731,10,480,5,877888943,train
732,10,482,4,877889262,train
733,10,484,5,877891904,train
734,10,499,4,877893021,train
735,10,502,4,877889261,train
737,10,511,4,877888877,train
738,10,513,4,877886598,train
739,10,518,4,877886722,train
740,10,525,5,877892210,train
741,10,527,4,877886597,train
742,10,529,3,877892438,train
743,10,530,4,877892210,train
744,10,531,5,877886911,train
745,10,582,4,877892276,train
746,10,589,5,877891905,train
747,10,602,5,877889057,train
748,10,604,4,877892110,train
749,10,606,5,877888876,train
750,10,610,4,877888613,train
752,10,629,4,877886722,train
753,10,654,5,877886597,train
754,10,663,3,877886598,train
755,10,664,4,877886911,train
756,10,686,4,877886911,train
757,10,692,4,877889261,train
758,10,693,4,877886783,train
759,10,694,5,877892437,train
760,10,697,3,877888677,train
761,10,699,4,877893020,train
762,10,700,4,877892277,train
763,10,701,4,877888812,train
764,10,707,5,877886783,train
765,10,708,4,877892438,train
766,10,709,4,877888613,train
767,11,8,4,891904949,train
768,11,11,2,891904271,train
769,11,15,5,891903067,train
770,11,24,3,891904016,train
771,11,25,3,891903836,train
772,11,28,5,891904241,train
773,11,29,3,891904805,train
774,11,39,3,891905824,train
775,11,42,3,891905058,train
776,11,52,3,891904335,train
777,11,54,3,891905936,train
778,11,56,4,891904949,train
779,11,57,2,891904552,train
780,11,58,3,891904596,train
781,11,69,3,891904270,train
782,11,70,4,891904573,train
783,11,79,4,891905783,train
784,11,83,5,891904335,train
785,11,86,4,891904551,train
786,11,88,3,891905003,train
787,11,98,2,891905783,train
788,11,107,4,891903276,train
790,11,123,3,891902745,train
791,11,125,4,891903108,train
792,11,168,3,891904949,train
793,11,173,5,891904920,train
794,11,176,3,891905783,train
795,11,180,2,891904335,train
796,11,196,5,891904270,train
797,11,208,4,891905032,train
798,11,211,3,891905003,train
799,11,213,4,891906389,train
800,11,222,3,891902718,train
802,11,229,4,891905878,train
803,11,237,4,891903005,train
804,11,238,3,891905032,train
805,11,239,4,891904617,train
806,11,258,5,891901696,train
807,11,259,3,891902270,train
808,11,274,3,891906510,train
809,11,286,5,891901606,train
810,11,290,3,891903877,train
811,11,301,4,891902157,train
812,11,317,4,891904174,train
813,11,318,5,891904194,train
814,11,324,1,891902222,train
815,11,332,5,891901769,train
816,11,356,4,891906327,train
817,11,357,5,891904241,train
818,11,365,3,891904764,train
819,11,367,3,891905058,train
820,11,370,3,891902880,train
821,11,372,4,891904968,train
822,11,382,3,891904573,train
823,11,386,3,891905279,train
824,11,393,4,891905222,train
825,11,399,3,891905279,train
826,11,401,3,891905324,train
827,11,405,3,891904016,train
828,11,414,3,891905393,train
829,11,423,5,891904174,train
830,11,427,4,891904300,train
831,11,430,3,891905032,train
832,11,431,2,891905896,train
833,11,433,4,891905003,train
834,11,434,4,891904270,train
835,11,449,3,891906327,train
836,11,451,2,891905003,train
837,11,504,3,891905856,train
838,11,508,4,891903005,train
839,11,526,3,891904859,train
840,11,527,4,891904335,train
842,11,549,4,891904617,train
843,11,577,3,891905555,train
845,11,603,4,891905783,train
846,11,646,3,891904389,train
847,11,654,3,891905856,train
848,11,659,5,891904920,train
849,11,662,3,891904300,train
850,11,690,4,891901716,train
851,11,692,4,891905003,train
852,11,699,4,891904389,train
853,11,707,5,891906389,train
854,11,715,3,891904764,train
855,11,716,3,891905058,train
856,11,717,2,891902815,train
858,11,719,3,891905279,train
859,11,724,3,891904551,train
860,11,727,3,891904335,train
861,11,728,3,891905366,train
862,11,729,4,891904637,train
863,11,731,4,891904789,train
864,11,737,4,891904789,train
865,11,738,3,891905324,train
866,11,742,3,891902815,train
867,11,745,5,891905324,train
868,11,747,3,891906426,train
869,11,748,1,891902270,train
871,11,750,5,891901629,train
872,12,4,5,879960826,train
873,12,69,5,879958902,train
874,12,88,5,879960826,train
875,12,98,5,879959068,train
876,12,127,4,879959488,train
877,12,133,4,879959670,train
878,12,159,4,879959306,train
879,12,161,5,879959553,train
880,12,168,4,879959513,train
881,12,170,4,879959374,train
882,12,174,5,879958969,train
883,12,195,4,879959670,train
884,12,202,4,879959514,train
885,12,203,3,879959583,train
886,12,215,4,879959553,train
887,12,216,5,879960826,train
889,12,238,5,879960826,train
890,12,242,5,879960826,train
891,12,328,4,879958742,train
892,12,392,4,879959025,train
893,12,416,3,879959025,train
894,12,480,4,879959161,train
895,12,591,5,879959212,train
896,12,708,3,879959394,train
897,13,1,3,882140487,train
898,13,4,5,882141306,train
899,13,5,1,882396869,train
900,13,7,2,882396790,train
901,13,8,4,882140001,train
902,13,9,3,882140205,train
903,13,12,5,881515011,train
904,13,13,5,882141617,train
905,13,17,1,882396954,train
906,13,22,4,882140487,train
907,13,23,5,882139937,train
908,13,28,5,882398814,train
909,13,32,4,882140286,train
910,13,33,5,882397581,train
911,13,37,1,882397011,train
912,13,38,3,882397974,train
913,13,39,3,882397581,train
914,13,49,4,882399419,train
915,13,50,5,882140001,train
916,13,51,3,882399419,train
917,13,53,1,882396955,train
918,13,58,4,882139966,train
919,13,60,4,884538767,train
920,13,62,5,882397833,train
921,13,67,1,882141686,train
922,13,68,3,882397741,train
923,13,69,4,884538766,train
924,13,70,3,882140691,train
925,13,78,1,882399218,train
926,13,79,3,882139746,train
927,13,82,2,882397503,train
928,13,83,2,886303585,train
929,13,86,1,881515348,train
930,13,87,5,882398814,train
931,13,89,4,882139717,train
932,13,91,2,882398724,train
933,13,92,3,882397271,train
934,13,95,5,882140104,train
935,13,96,4,882140104,train
936,13,99,4,882398654,train
937,13,110,3,882141130,train
938,13,111,5,882140588,train
939,13,116,5,882140455,train
940,13,117,3,882398138,train
941,13,127,5,881515411,train
943,13,132,4,882140002,train
944,13,135,5,882139541,train
945,13,138,1,882399218,train
946,13,141,2,890705034,train
947,13,143,1,882140205,train
948,13,145,2,882397011,train
949,13,152,5,882141393,train
950,13,155,2,882399615,train
951,13,157,3,882140552,train
952,13,158,1,882142057,train
953,13,160,4,882140070,train
954,13,163,3,882141582,train
955,13,164,3,882396790,train
956,13,165,3,881515295,train
957,13,166,5,884538663,train
958,13,170,5,882139774,train
959,13,172,5,882140355,train
960,13,174,4,882139829,train
961,13,175,4,882139717,train
962,13,176,3,882140455,train
964,13,179,2,882140206,train
965,13,182,5,882139347,train
966,13,183,4,882397271,train
967,13,184,1,882397011,train
968,13,187,5,882140205,train
969,13,188,4,882140130,train
970,13,191,3,881515193,train
971,13,193,5,882139937,train
972,13,194,5,882141458,train
973,13,197,4,881515239,train
974,13,199,5,882140001,train
975,13,200,3,882140552,train
976,13,202,5,882141425,train
977,13,204,5,882140318,train
978,13,205,2,881515193,train
979,13,209,3,882141306,train
980,13,211,4,882140002,train
981,13,216,3,881515193,train
982,13,218,1,882396869,train
983,13,222,3,882140285,train
984,13,223,5,882139901,train
985,13,224,4,882140166,train
986,13,225,2,882399156,train
987,13,227,5,882397650,train
989,13,231,3,882397582,train
990,13,233,4,882397650,train
991,13,234,5,882140252,train
992,13,235,2,882141841,train
993,13,237,5,882140285,train
994,13,239,4,882141752,train
995,13,241,3,882397502,train
996,13,242,2,881515193,train
997,13,260,1,882140848,train
998,13,262,4,881514876,train
999,13,264,4,882140848,train
1000,13,274,3,882399384,train
1001,13,275,3,886303585,train
1002,13,279,5,882139804,train
1004,13,285,5,882139937,train
1005,13,286,3,881514683,train
1006,13,288,1,882396790,train
1007,13,292,5,882140867,train
1008,13,299,3,881515698,train
1010,13,307,2,881514684,train
1011,13,310,4,881514683,train
1012,13,311,3,881514726,train
1013,13,313,4,882774047,train
1015,13,321,2,882140740,train
1016,13,322,3,882140792,train
1017,13,323,3,882140848,train
1018,13,326,3,882140792,train
1019,13,327,3,881515521,train
1020,13,328,3,881514811,train
1021,13,329,2,886952246,train
1022,13,332,3,881515457,train
1023,13,336,2,882140848,train
1024,13,339,3,882140718,train
1025,13,342,4,885744650,train
1026,13,346,4,883670552,train
1027,13,347,5,885185824,train
1028,13,348,2,886952246,train
1029,13,350,2,886302293,train
1030,13,355,3,888688733,train
1031,13,357,3,881515411,train
1032,13,358,3,881515521,train
1033,13,362,4,890704999,train
1034,13,367,3,882141458,train
1035,13,370,1,882396984,train
1036,13,371,3,882399385,train
1037,13,382,1,882140624,train
1038,13,393,3,882141617,train
1039,13,394,2,882399615,train
1040,13,398,2,882398410,train
1041,13,400,4,885744650,train
1042,13,401,1,882141841,train
1043,13,403,2,882397271,train
1044,13,404,5,882399014,train
1045,13,406,1,882397011,train
1046,13,410,1,882141997,train
1047,13,411,2,882141924,train
1049,13,417,2,882398934,train
1050,13,419,3,882398814,train
1052,13,427,5,882398814,train
1053,13,429,5,884538727,train
1054,13,430,5,882139495,train
1055,13,432,4,882398654,train
